3.876380577236640868e+00,2.820083428247919688e+00
3.189410454315341870e+00,-2.635319784472522908e+00
-2.810524970920471155e+00,-3.477769869445298756e+00
4.440533355555443151e+00,1.768727073482756706e+00
-2.148598552463642619e+00,-5.015059847004764926e+00
-5.010373852530116690e-01,4.744888866166677488e+00
1.290458988139941976e+00,7.172606116092093309e+00
5.276088783015855377e+00,-1.060902496808631967e-01
-1.082255007565159133e+00,-5.803636314920754380e+00
1.747363500053667806e+00,-6.734848690206917787e+00
-6.055302119532540495e+00,-2.053153271790375545e+00
1.250100446746911009e+00,4.394129103995788377e+00
-2.443982336341602224e+00,3.047691867634446439e+00
-5.430069364537540189e+00,-7.441961088020074833e-01
-1.963517956581567692e+00,5.994104430549123563e+00
-4.759331328026090269e+00,-1.777538976474105858e+00
3.296020228095653426e+00,-3.688563264216774495e+00
2.209990968265155509e+00,3.550009989010259215e+00
-3.655550356820903346e+00,-4.245259151521610264e+00
3.931613642968989186e+00,-3.870118352912990112e-01
-3.304148094181033724e+00,4.302122246274022288e+00
4.055351163512996848e+00,-2.169594991979342247e+00
-1.595213565768383690e+00,-5.142034040983779697e+00
-4.694804084249557974e+00,-1.190192055626204004e+00
2.101898969439503606e+00,5.289942950501333563e+00
3.061051199518689980e+00,2.340537271421730958e-01
2.628718247850977185e+00,-4.562101087154184498e+00
3.104323257116926360e+00,5.189857698233319994e+00
-3.156510661343157942e+00,-3.869435596403267841e+00
3.899134562580167440e+00,2.405606661195631268e+00
-3.880598588291683360e+00,-3.182223416041182862e+00
-3.854161066610333197e+00,3.197654453166602906e+00
-4.953970969420624648e+00,-1.559645920159192789e+00
2.093945139387274335e+00,5.880770626672886081e+00
-3.988967422174062971e+00,-3.292694224296492389e-01
-7.434242319379343877e-01,5.047042999012933961e+00
7.112328001297142377e-01,8.211906180007764178e+00
-3.769763982769386512e+00,-4.467996962971586328e+00
3.711724772710616627e+00,1.270955592467251982e+00
1.333018809801194970e-01,3.363176068669478713e+00
-4.666667343384466982e+00,-3.040857513546368907e+00
8.176223701467882909e-01,4.413469882523526344e+00
3.048854882345652384e-01,-3.243017955679803332e+00
1.506794540624859957e+00,4.998247686678218393e+00
-2.348710100837120507e+00,4.431152466697155567e+00
4.707249455057375798e+00,-7.685425543852607566e-01
